batch,attack,seed,round,cid,principal_id,attack_active,valid,coherence,trainable_residual_norm,sketch_norm,loo_residual_ratio,aggregation_weight,existing_cumulative_q
clean_seed103,none,103,21,12,12,False,True,0.5730394872867856,3.1153619846903537,1.0,0.9933972825489478,0.1,1.0
clean_seed103,none,103,21,16,16,False,True,0.5623371884691748,3.2430449010498057,0.9999999999999999,1.0409849375407791,0.1,1.0
clean_seed103,none,103,21,17,17,False,True,0.6012646382606113,3.1685274520593825,1.0,1.017065582629016,0.1,1.0
clean_seed103,none,103,21,3,3,False,True,0.614946616957485,3.097680962026116,1.0,0.9877593245993883,0.1,1.0
clean_seed103,none,103,21,5,5,False,True,0.5949649732326281,3.195867151960037,1.0,1.0258413525186816,0.1,1.0
clean_seed103,none,103,21,7,7,False,True,0.5985561684799965,3.1361724521906367,1.0,1.0066799516725666,0.1,1.0
clean_seed103,none,103,21,8,8,False,True,0.5791042184792415,3.078041708913703,1.0,0.9814969445713092,0.1,1.0
clean_seed103,none,103,22,0,0,False,True,0.568251348172305,3.115080880490355,1.0,0.9914446948672954,0.1,1.0
clean_seed103,none,103,22,12,12,False,True,0.5850767784660638,3.1419613182834247,1.0,1.0086291299726504,0.1,1.0
clean_seed103,none,103,22,13,13,False,True,0.5915324226292793,3.0446997635984006,0.9999999999999999,0.9690443182355403,0.1,1.0
clean_seed103,none,103,22,14,14,False,True,0.600855061710025,3.2926487425253668,0.9999999999999999,1.0570026489992967,0.1,1.0
clean_seed103,none,103,22,15,15,False,True,0.6043479883594839,3.076768963176086,1.0,0.9792510637454455,0.1,1.0
clean_seed103,none,103,22,16,16,False,True,0.581902266599078,3.2486972165331953,1.0,1.0428933761815542,0.1,1.0
clean_seed103,none,103,22,3,3,False,True,0.6286192906658156,3.066030116413412,0.9999999999999999,0.9758331837415818,0.1,1.0
clean_seed103,none,103,22,4,4,False,True,0.5028151215414357,3.192390735357396,1.0,1.0248179285973695,0.1,1.0
clean_seed103,none,103,22,5,5,False,True,0.5989479214579628,3.201999358905483,1.0,1.0279024788600177,0.1,1.0
clean_seed103,none,103,22,8,8,False,True,0.595371548232557,2.9731757394824943,1.0,0.9462801856220354,0.1,1.0
clean_seed103,none,103,23,0,0,False,True,0.5711787195908806,3.1117019847540135,0.9999999999999999,0.9749647755982811,0.1,1.0
clean_seed103,none,103,23,1,1,False,True,0.5784370477721674,3.011606668696158,1.0,0.9436027082033532,0.1,1.0
clean_seed103,none,103,23,11,11,False,True,0.5401308338410061,3.198493506146882,1.0,1.009505049569012,0.1,1.0
clean_seed103,none,103,23,16,16,False,True,0.5959673707192654,3.307185396619559,1.0,1.0438102660931348,0.1,1.0
clean_seed103,none,103,23,17,17,False,True,0.61293650105041,3.168377916992505,0.9999999999999999,0.992722593611529,0.1,1.0
clean_seed103,none,103,23,18,18,False,True,0.5727201485400338,3.153112067772066,1.0,0.9879394667785463,0.1,1.0
clean_seed103,none,103,23,2,2,False,True,0.5619666611598139,3.294974814354558,0.9999999999999999,1.0399563753689527,0.1,1.0
clean_seed103,none,103,23,3,3,False,True,0.6267045582511485,3.0817180570966425,1.0,0.965570150584943,0.1,1.0
clean_seed103,none,103,23,6,6,False,True,0.5922050207167976,3.191604520116675,1.0,1.0073307552737323,0.1,1.0
clean_seed103,none,103,23,9,9,False,True,0.5574909812514915,3.2087432560223816,0.9999999999999999,1.0127400645022144,0.1,1.0
clean_seed103,none,103,24,0,0,False,True,0.5920047576956681,3.032164091835002,1.0,0.9594669285742186,0.1,1.0
clean_seed103,none,103,24,1,1,False,True,0.5723410785558593,2.9809375551102257,0.9999999999999999,0.9432573283137423,0.1,1.0
clean_seed103,none,103,24,11,11,False,True,0.548071660612698,3.1347615716234354,1.0,0.9919318235570262,0.1,1.0
